index,name,group,tvgId,streamUrl,status,savedPath,sourceUrl,imageFormat,width,height,bytes,candidatesTried,reason
104,HBO 2 HD RO,Romania,3747,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7005/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0104-hbo-2-hd-ro.png,http://iptvx.one/picons/tvr2.png,png,200,200,12818,8,
105,History HD RO,Romania,3748,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7006/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0105-history-hd-ro.png,http://iptvx.one/picons/history-pl.png,png,200,200,14626,8,
106,National Geographic Wild HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7010/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0106-national-geographic-wild-hd-ro.png,http://iptvx.one/picons/nat-geo-wild-pl.png,png,200,200,24660,8,
107,Mezzo RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7011/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0107-mezzo-ro.png,http://iptvx.one/picons/mezzo-live-hd.png,png,200,200,8869,4,
108,Taraf TV RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7022/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0108-taraf-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
109,Agro TV RO,Romania,3765,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7023/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0109-agro-tv-ro.png,http://iptvx.one/picons/agro-tv-md.png,png,200,200,16999,8,
110,Hora TV RO,Romania,3766,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7024/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0110-hora-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
111,Comedy Central RO,Romania,3767,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7025/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0111-comedy-central-ro.png,http://iptvx.one/picons/comedy-central-pl.png,png,200,200,28217,8,
112,Mooz Hits RO,Romania,88057,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7026/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0112-mooz-hits-ro.png,http://iptvx.one/picons/mooz-hits-ro.png,png,200,200,9682,4,
113,MTV RO,Romania,3773,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7031/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0113-mtv-ro.png,http://iptvx.one/picons/mtv-live-us.png,png,200,200,8972,8,
114,BBC Earth HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7032/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0114-bbc-earth-hd-ro.png,http://iptvx.one/picons/bbc-earth.png,png,200,200,5945,4,
115,Warner TV RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7033/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0115-warner-tv-ro.png,http://iptvx.one/picons/warner-pl.png,png,200,200,18002,8,
116,ZU TV HD RO,Romania,488246,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7034/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0116-zu-tv-hd-ro.png,http://epg.pw/media/images/epg/2025/12/24/20251224022725582157_33.png,png,200,200,25173,8,
117,UTV HD RO,Romania,6717,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7036/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0117-utv-hd-ro.png,http://epg.pw/media/images/epg/2024/06/08/20240608023325695432_40.png,png,200,200,28984,8,
118,Viasat Nature HD RO,Romania,3779,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7037/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0118-viasat-nature-hd-ro.png,http://iptvx.one/picons/polsat-viasat-nature.png,png,200,200,12700,8,
119,DIGI Animal World HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7038/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0119-digi-animal-world-hd-ro.png,http://iptvx.one/picons/digiworld.png,png,200,200,10825,3,
120,DIGI Life HD RO,Romania,3781,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7039/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0120-digi-life-hd-ro.png,http://epg.one/img/3781.png,png,165,165,22520,3,
121,DIGI World HD RO,Romania,6375,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7040/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0121-digi-world-hd-ro.png,http://epg.pw/media/images/epg/2024/06/08/20240608024009519522_67.png,png,200,200,10825,6,
122,Nick Jr. RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7042/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0122-nick-jr-ro.png,http://iptvx.one/picons/nick-jr.png,png,200,200,25195,8,
123,FilmBox Premium HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7043/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0123-filmbox-premium-hd-ro.png,http://iptvx.one/picons/filmbox-premium-pl.png,png,200,200,38304,2,
124,FilmBox Family HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7044/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0124-filmbox-family-hd-ro.png,http://iptvx.one/picons/filmbox-family-pl.png,png,200,200,9628,2,
125,Food Network RO,Romania,3788,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7046/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0125-food-network-ro.png,http://iptvx.one/picons/food-network.png,png,200,200,19181,8,
126,Trinitas TV RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7047/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0126-trinitas-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
127,DocuBox HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7049/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0127-docubox-hd-ro.png,http://iptvx.one/picons/docubox-hd.png,png,200,200,15381,3,
128,Fashion TV RO,Romania,3793,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7051/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0128-fashion-tv-ro.png,http://iptvx.one/picons/ftv4k.png,png,200,200,12957,8,
129,Credo TV RO,Romania,3794,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7052/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0129-credo-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
130,CBS Reality RO,Romania,3795,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7053/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0130-cbs-reality-ro.png,http://epg.one/img/3795.png,png,165,165,27299,3,
131,Bollywood RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7054/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0131-bollywood-ro.png,http://iptvx.one/picons/bollywood-hd.png,png,200,200,9265,3,
132,Epic Drama RO,Romania,3799,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7057/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0132-epic-drama-ro.png,http://iptvx.one/picons/epik-drama.png,png,200,200,28049,6,
133,Prima Sport 1 HD RO,Romania,7840,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7059/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0133-prima-sport-1-hd-ro.png,http://iptvx.one/picons/prima-sport-3.png,png,200,200,10605,8,
134,Prima Sport 2 HD RO,Romania,7841,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7060/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0134-prima-sport-2-hd-ro.png,http://iptvx.one/picons/prima-sport-3.png,png,200,200,10605,8,
135,Россия 24,Stiri,rossija24,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/507/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0135-россия-24.png,http://iptvx.one/picons/rossia-24.png,png,200,200,6917,8,
136,Мир 24 HD,Stiri,mir-24-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2107/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0136-мир-24-hd.png,http://iptvx.one/picons/mir24.png,png,200,200,30208,6,
137,NHK World HD JP,Stiri,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/729/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0137-nhk-world-hd-jp.png,http://iptvx.one/picons/nhk-world.png,png,200,200,21977,2,
138,CGTN,Stiri,CGTN.HD.my,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/830/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0138-cgtn.png,http://iptvx.one/picons/cgtn.png,png,200,200,7901,4,
139,100% News UA,Stiri,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16041/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0139-100-news-ua.png,http://epg.one/img/103.png,png,165,165,17886,1,
140,BBC One HD UK,Stiri,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19176/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0140-bbc-one-hd-uk.png,http://static.g-cdn.app/streams/bbc1-uk-hd.png,png,220,132,5603,2,
141,BBC Two HD UK,Stiri,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19177/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0141-bbc-two-hd-uk.png,http://static.g-cdn.app/streams/bbc2-uk-hd.png,png,220,132,16680,2,
142,BBC Alba UK,Stiri,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19179/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0142-bbc-alba-uk.png,http://epg.one/img/6594.png,png,165,165,21169,1,
143,НТВ Сериал,Filme,ntv-serial,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/744/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0143-нтв-сериал.png,https://iptvx.one/picons/ntv-serial.png,png,200,200,8816,5,
144,Мир Сериала,Filme,mir-seriala,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/856/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0144-мир-сериала.png,https://iptvx.one/picons/mir-seriala.png,png,200,200,40664,5,
145,Триколор Мир без границ,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/18130/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0145-триколор-мир-без-границ.png,http://iptvx.one/picons/zal-05-tricolor.png,png,200,200,19880,3,
146,Yosso TV 4K HDR,Filme,8931,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31620/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0146-yosso-tv-4k-hdr.png,http://iptvx.one/picons/c-holiday.png,png,200,200,26718,8,
147,Magic Russian HD,Filme,8754,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31630/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0147-magic-russian-hd.png,http://iptvx.one/picons/magic-russian.png,png,200,200,25074,4,
148,BOX Apocalypse HD,Filme,490976,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31655/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0148-box-apocalypse-hd.png,http://epg.pw/media/images/epg/2026/01/04/20260104020808959308_16.png,png,200,200,11339,5,
149,BOX Remast+ 4K,Filme,7492,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31656/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0149-box-remast-4k.png,http://iptvx.one/picons/box-remast-4k.png,png,200,200,13073,6,
150,VeleS 60fps,Filme,458899,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31637/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0150-veles-60fps.png,http://epg.pw/media/images/epg/2025/09/23/20250923024611017076_95.png,png,200,200,8536,5,
151,VeleS Premiere,Filme,8763,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31641/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0151-veles-premiere.png,http://iptvx.one/picons/veles-prem.png,png,200,200,9027,4,
152,VeleS Movie Hits,Filme,8766,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31644/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0152-veles-movie-hits.png,http://iptvx.one/picons/veles-mh.png,png,200,200,9322,4,
153,BOX Serial 4K,Filme,6703,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31657/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0153-box-serial-4k.png,http://iptvx.one/picons/box-serial.png,png,200,200,13841,7,
154,Viasat Kino World HD,Filme,tv1000-world-kino-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31448/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0154-viasat-kino-world-hd.png,http://iptvx.one/picons/vip-comedy-cee.png,png,200,200,9327,8,
155,BCU Premium Kinozakaz+ 4K HDR,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31547/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0155-bcu-premium-kinozakaz-4k-hdr.png,http://iptvx.one/picons/bcu-premium-kinozakaz-plus-4k-hdr.png,png,200,200,13771,8,
156,BCU Premium Premiere+ 4K HDR,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31549/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0156-bcu-premium-premiere-4k-hdr.png,http://iptvx.one/picons/bcu-premium-antistress-4k-hdr.png,png,200,200,13740,8,
157,FX HD,Filme,fox-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19216/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0157-fx-hd.png,http://iptvx.one/picons/fx-tr.png,png,200,200,4743,6,
158,Romance HD,Filme,romance-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2037/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0158-romance-hd.png,http://iptvx.one/picons/romance.png,png,200,200,27947,6,
159,Suspense HD,Filme,suspense-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2049/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0159-suspense-hd.png,http://iptvx.one/picons/suspense.png,png,200,200,33319,5,
160,Sumiko HD,Filme,9181,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2163/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0160-sumiko-hd.png,http://iptvx.one/picons/sumiko.png,png,200,200,8983,4,
161,KinoLiving,Filme,kinoliving-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16018/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0161-kinoliving.png,http://iptvx.one/picons/kinoliving.png,png,200,200,14370,5,
162,Viasat Serial HD,Filme,viasat-serial-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/17056/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0162-viasat-serial-hd.png,http://iptvx.one/picons/viasat-serial.png,png,200,200,9208,5,
163,.black HD,Filme,black-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20019/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0163-black-hd.png,http://static.g-cdn.app/streams/black-hd.png,png,220,132,7617,4,
164,.sci-fi HD,Filme,sci-fi-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20020/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0164-sci-fi-hd.png,http://iptvx.one/picons/scifi-pl.png,png,200,200,10223,8,
165,Scream HD,Filme,scream-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20021/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0165-scream-hd.png,http://iptvx.one/picons/scream.png,png,200,200,19287,6,
166,Shot TV HD,Filme,egoist-tv-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20022/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0166-shot-tv-hd.png,http://iptvx.one/picons/shot-tv.png,png,200,200,11980,6,
167,4ever Drama HD UA,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/17051/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0167-4ever-drama-hd-ua.png,http://iptvx.one/picons/4ever-drama.png,png,200,200,42819,4,
168,NOW Series HD,Filme,9074,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15102/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0168-now-series-hd.png,http://iptvx.one/picons/now-series.png,png,200,200,16336,4,
169,FilmZone Plus HD EE,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20025/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0169-filmzone-plus-hd-ee.png,http://iptvx.one/picons/filmzone-plus.png,png,200,200,17036,7,
170,VF New Year,Filme,5981,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15522/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0170-vf-new-year.png,http://iptvx.one/picons/team-new-year.png,png,200,200,40018,7,
171,VF Disney Movie,Filme,7278,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15010/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0171-vf-disney-movie.png,http://iptvx.one/picons/vf-disney-movie.png,png,200,200,16087,6,
172,Timeless Dizi Channel,Filme,timeless-dizi-channel-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14006/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0172-timeless-dizi-channel.png,http://iptvx.one/picons/timeless-dizi.png,png,200,200,10097,5,
173,TVR,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14022/index.m3u8,missing,,,,,,,0,no_candidate_logo_url
174,FX Life HD,Filme,fox-life-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14003/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0174-fx-life-hd.png,http://iptvx.one/picons/foxlife.png,png,200,200,6387,6,
175,MM Family Guy HD,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19414/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0175-mm-family-guy-hd.png,http://epg.one/img/6843.png,png,165,165,29380,1,
176,MM OldSchool HD,Filme,6842,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19413/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0176-mm-oldschool-hd.png,http://iptvx.one/picons/minimax-oldschool.png,png,200,200,16097,4,
177,FAN HD,Filme,fan-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16021/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0177-fan-hd.png,http://iptvx.one/picons/fanhd.png,png,200,200,7785,4,
178,Amedia Hit HD,Filme,amedia-hit-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6010/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0178-amedia-hit-hd.png,http://iptvx.one/picons/amedia-hit.png,png,200,200,4102,7,
179,Ultra HD Cinema 4K,Filme,ultra-hd-cinema-4k,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/4000/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0179-ultra-hd-cinema-4k.png,http://iptvx.one/picons/ultra-hd-cinema.png,png,200,200,9881,5,
180,Viju+ Serial HD,Filme,vip-serial-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2443/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0180-viju-serial-hd.png,http://iptvx.one/picons/vip-serial.png,png,200,200,7891,6,
181,Amedia Premium HD,Filme,amedia-premium-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/229/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0181-amedia-premium-hd.png,http://iptvx.one/picons/amedia-premium.png,png,200,200,6183,7,
182,Hollywood HD,Filme,mgm-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/209/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0182-hollywood-hd.png,http://iptvx.one/picons/hollywood-hd.png,png,200,200,27578,5,
183,Bollywood HD,Filme,bollywood,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/239/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0183-bollywood-hd.png,http://iptvx.one/picons/bollywood-hd.png,png,200,200,9265,5,
184,Viju+ Premiere HD,Filme,vip-premiere-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/202/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0184-viju-premiere-hd.png,http://iptvx.one/picons/vip-premiere.png,png,200,200,9876,6,
185,Viju+ Comedy HD,Filme,vip-comedy-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/200/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0185-viju-comedy-hd.png,http://iptvx.one/picons/vip-comedy.png,png,200,200,7908,6,
186,Viju+ Megahit HD,Filme,vip-megahit-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/201/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0186-viju-megahit-hd.png,http://iptvx.one/picons/vip-megahit.png,png,200,200,10006,6,
187,Epic Drama HD,Filme,7371,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/1048/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0187-epic-drama-hd.png,http://epg.pw/media/images/epg/2024/06/08/20240608033637132718_14.png,png,200,200,28049,7,
188,Amedia 2 HD,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2046/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0188-amedia-2-hd.png,http://iptvx.one/picons/amedia2.png,png,200,200,9645,4,
189,Amedia 1,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/554/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0189-amedia-1.png,http://iptvx.one/picons/amedia1.png,png,200,200,8625,2,
190,FilmBox,Filme,Filmbox.ro,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/1071/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0190-filmbox.svg,http://program-tv.ro/images/filmbox.svg,svg,132,99,2363,5,
